WAGE,AGE,RACE,STATUS,AREA,GENDER,EDUCATION
15000,22,WHITE,SINGLE,URBAN,MALE,16
15000,30,WHITE,MARRIED,URBAN,MALE,14
15000,21,WHITE,SINGLE,URBAN,FEMALE,14
15000,48,WHITE,SINGLE,URBAN,FEMALE,0
15000,52,WHITE,MARRIED,URBAN,FEMALE,14
15000,52,OTHER,MARRIED,URBAN,MALE,16
15000,22,BlACK,SINGLE,URBAN,MALE,0
15000,20,WHITE,SINGLE,URBAN,FEMALE,16
15000,29,WHITE,SINGLE,URBAN,FEMALE,14
15000,56,WHITE,SINGLE,RURAL,MALE,14
15000,49,WHITE,MARRIED,RURAL,MALE,16
15000,36,WHITE,SINGLE,RURAL,FEMALE,20
15000,38,OTHER,MARRIED,URBAN,FEMALE,14
15000,50,BlACK,MARRIED,URBAN,FEMALE,14
14999,28,WHITE,SINGLE,URBAN,FEMALE,6
14988,44,WHITE,MARRIED,RURAL,FEMALE,16
14950,50,BlACK,MARRIED,RURAL,FEMALE,14
14924,31,WHITE,MARRIED,URBAN,MALE,0
14924,18,WHITE,SINGLE,RURAL,FEMALE,14
14900,19,WHITE,SINGLE,URBAN,FEMALE,16
14843,52,WHITE,MARRIED,URBAN,FEMALE,14
14800,40,WHITE,MARRIED,URBAN,FEMALE,14
14796,64,WHITE,MARRIED,URBAN,FEMALE,14
14768,21,WHITE,MARRIED,URBAN,MALE,14
14720,31,BlACK,SINGLE,RURAL,MALE,16
14700,20,WHITE,SINGLE,URBAN,MALE,14
14700,67,BlACK,MARRIED,URBAN,MALE,0
14700,36,BlACK,MARRIED,URBAN,FEMALE,20
14700,20,WHITE,SINGLE,RURAL,MALE,16
14648,63,WHITE,MARRIED,URBAN,FEMALE,14
14601,41,WHITE,SINGLE,URBAN,FEMALE,16
14560,21,WHITE,SINGLE,URBAN,MALE,12
14560,36,WHITE,SINGLE,URBAN,FEMALE,14
14560,23,BlACK,SINGLE,URBAN,FEMALE,14
14560,31,BlACK,SINGLE,RURAL,FEMALE,14
14560,29,BlACK,SINGLE,URBAN,FEMALE,0
14560,39,WHITE,MARRIED,URBAN,MALE,14
14560,33,WHITE,MARRIED,URBAN,FEMALE,12
14560,23,WHITE,SINGLE,RURAL,FEMALE,14
14560,19,WHITE,SINGLE,URBAN,MALE,14
14560,49,WHITE,MARRIED,URBAN,FEMALE,0
14560,45,BlACK,MARRIED,URBAN,MALE,0
14560,32,OTHER,MARRIED,URBAN,MALE,14
14560,37,OTHER,SINGLE,URBAN,FEMALE,14
14543,37,WHITE,MARRIED,URBAN,MALE,0
14530,43,OTHER,MARRIED,URBAN,FEMALE,20
14520,40,WHITE,MARRIED,URBAN,MALE,16
14500,29,WHITE,MARRIED,URBAN,FEMALE,12
14500,30,WHITE,MARRIED,URBAN,MALE,16
14500,21,WHITE,SINGLE,URBAN,FEMALE,16
14500,31,WHITE,MARRIED,URBAN,MALE,0
14500,33,WHITE,MARRIED,RURAL,MALE,16
14400,42,WHITE,MARRIED,URBAN,FEMALE,14
14400,55,OTHER,SINGLE,URBAN,MALE,0
14400,30,BlACK,SINGLE,URBAN,MALE,14
14400,45,WHITE,MARRIED,URBAN,MALE,16
14400,32,WHITE,SINGLE,URBAN,MALE,14
14400,69,WHITE,SINGLE,URBAN,FEMALE,14
14400,36,WHITE,MARRIED,RURAL,FEMALE,14
14400,56,WHITE,MARRIED,URBAN,FEMALE,16
14400,40,WHITE,SINGLE,URBAN,MALE,14
14400,38,WHITE,MARRIED,URBAN,FEMALE,14
14400,60,WHITE,SINGLE,RURAL,FEMALE,16
14400,55,WHITE,MARRIED,URBAN,MALE,20
14400,41,WHITE,MARRIED,URBAN,FEMALE,0
14352,22,BlACK,SINGLE,URBAN,MALE,14
14340,41,WHITE,SINGLE,RURAL,FEMALE,14
14300,66,BlACK,MARRIED,URBAN,FEMALE,16
14300,61,WHITE,MARRIED,RURAL,MALE,6
14300,19,WHITE,SINGLE,URBAN,FEMALE,16
14300,22,WHITE,SINGLE,URBAN,FEMALE,16
14286,31,WHITE,MARRIED,RURAL,MALE,14
14280,30,WHITE,MARRIED,URBAN,FEMALE,16
14160,33,WHITE,MARRIED,URBAN,FEMALE,16
14144,19,OTHER,SINGLE,URBAN,FEMALE,16
14110,54,WHITE,MARRIED,URBAN,FEMALE,14
14092,32,BlACK,SINGLE,RURAL,FEMALE,14
14040,46,WHITE,MARRIED,URBAN,MALE,12
14040,43,WHITE,MARRIED,URBAN,MALE,14
14000,32,WHITE,MARRIED,URBAN,FEMALE,14
14000,47,WHITE,MARRIED,RURAL,FEMALE,14
14000,46,WHITE,MARRIED,RURAL,FEMALE,12
14000,22,WHITE,SINGLE,URBAN,FEMALE,14
14000,65,WHITE,MARRIED,RURAL,FEMALE,14
14000,46,WHITE,MARRIED,URBAN,FEMALE,6
14000,30,WHITE,SINGLE,URBAN,MALE,16
14000,44,WHITE,SINGLE,URBAN,FEMALE,14
14000,51,WHITE,MARRIED,URBAN,FEMALE,0
14000,45,WHITE,MARRIED,URBAN,MALE,0
14000,21,WHITE,SINGLE,URBAN,MALE,14
14000,47,WHITE,MARRIED,URBAN,FEMALE,14
14000,38,WHITE,MARRIED,URBAN,FEMALE,16
14000,48,WHITE,MARRIED,URBAN,MALE,14
14000,61,WHITE,MARRIED,RURAL,FEMALE,14
14000,23,WHITE,MARRIED,RURAL,MALE,14
14000,17,WHITE,SINGLE,URBAN,MALE,0
14000,51,WHITE,SINGLE,URBAN,FEMALE,14
14000,58,WHITE,MARRIED,RURAL,FEMALE,16
14000,22,WHITE,SINGLE,URBAN,FEMALE,0
14000,22,BlACK,SINGLE,URBAN,FEMALE,14
14000,47,WHITE,MARRIED,RURAL,FEMALE,16
14000,40,WHITE,MARRIED,URBAN,FEMALE,14
14000,43,WHITE,MARRIED,RURAL,FEMALE,14
14000,23,WHITE,SINGLE,RURAL,FEMALE,14
14000,24,WHITE,SINGLE,RURAL,MALE,14
14000,44,WHITE,MARRIED,RURAL,FEMALE,16
14000,51,WHITE,MARRIED,RURAL,FEMALE,20
14000,41,WHITE,MARRIED,RURAL,FEMALE,14
14000,19,WHITE,SINGLE,URBAN,MALE,14
14000,46,WHITE,MARRIED,RURAL,FEMALE,16
14000,35,WHITE,SINGLE,RURAL,FEMALE,14
14000,52,OTHER,MARRIED,URBAN,FEMALE,16
14000,21,WHITE,SINGLE,URBAN,FEMALE,16
14000,56,WHITE,MARRIED,RURAL,FEMALE,20
14000,35,WHITE,MARRIED,URBAN,MALE,14
14000,49,WHITE,MARRIED,URBAN,FEMALE,6
14000,56,WHITE,MARRIED,URBAN,FEMALE,14
14000,49,WHITE,MARRIED,RURAL,FEMALE,14
14000,28,WHITE,MARRIED,URBAN,MALE,20
14000,27,WHITE,SINGLE,URBAN,MALE,20
14000,25,WHITE,SINGLE,URBAN,FEMALE,16
14000,42,WHITE,SINGLE,URBAN,FEMALE,14
14000,54,BlACK,SINGLE,RURAL,FEMALE,8
14000,57,WHITE,MARRIED,URBAN,FEMALE,14
14000,30,BlACK,SINGLE,URBAN,FEMALE,16
14000,55,WHITE,MARRIED,URBAN,FEMALE,14
14000,53,WHITE,SINGLE,URBAN,MALE,20
14000,24,WHITE,SINGLE,URBAN,MALE,14
14000,38,WHITE,MARRIED,URBAN,FEMALE,16
14000,41,WHITE,MARRIED,URBAN,FEMALE,14
14000,39,WHITE,SINGLE,URBAN,MALE,14
14000,21,WHITE,SINGLE,URBAN,MALE,16
14000,25,BlACK,SINGLE,URBAN,MALE,16
14000,33,WHITE,SINGLE,URBAN,FEMALE,8
14000,28,BlACK,SINGLE,URBAN,FEMALE,16
14000,40,WHITE,MARRIED,RURAL,FEMALE,14
14000,25,BlACK,SINGLE,RURAL,MALE,14
14000,22,WHITE,SINGLE,URBAN,MALE,16
14000,39,WHITE,SINGLE,URBAN,FEMALE,20
14000,61,WHITE,SINGLE,URBAN,MALE,16
14000,20,WHITE,SINGLE,URBAN,FEMALE,16
14000,20,WHITE,SINGLE,URBAN,FEMALE,16
14000,29,WHITE,SINGLE,URBAN,MALE,6
14000,45,WHITE,MARRIED,URBAN,FEMALE,16
14000,38,WHITE,MARRIED,URBAN,FEMALE,14
14000,53,BlACK,MARRIED,RURAL,MALE,16
14000,39,WHITE,MARRIED,URBAN,FEMALE,16
14000,24,WHITE,SINGLE,URBAN,FEMALE,14
14000,48,WHITE,SINGLE,RURAL,FEMALE,14
14000,19,WHITE,SINGLE,RURAL,MALE,12
14000,30,WHITE,MARRIED,RURAL,MALE,0
14000,57,WHITE,SINGLE,URBAN,FEMALE,14
14000,24,OTHER,MARRIED,URBAN,MALE,6
14000,49,WHITE,MARRIED,RURAL,FEMALE,14
14000,19,WHITE,SINGLE,RURAL,FEMALE,0
14000,31,WHITE,MARRIED,URBAN,MALE,6
14000,22,WHITE,SINGLE,URBAN,FEMALE,16
14000,43,WHITE,MARRIED,URBAN,MALE,14
14000,32,WHITE,MARRIED,URBAN,MALE,8
14000,29,WHITE,MARRIED,URBAN,FEMALE,16
14000,38,WHITE,SINGLE,URBAN,FEMALE,14
14000,20,WHITE,SINGLE,URBAN,MALE,0
14000,19,WHITE,SINGLE,URBAN,FEMALE,14
14000,29,WHITE,MARRIED,URBAN,MALE,16
14000,38,WHITE,SINGLE,URBAN,FEMALE,14
14000,38,WHITE,SINGLE,URBAN,MALE,0
14000,58,OTHER,MARRIED,URBAN,MALE,14
14000,19,WHITE,SINGLE,URBAN,MALE,14
14000,27,WHITE,SINGLE,URBAN,MALE,0
14000,36,OTHER,SINGLE,RURAL,MALE,12
13986,31,WHITE,MARRIED,RURAL,FEMALE,14
13950,39,WHITE,MARRIED,RURAL,FEMALE,16
13900,18,WHITE,SINGLE,URBAN,MALE,12
13900,58,WHITE,MARRIED,RURAL,MALE,14
13880,21,WHITE,SINGLE,RURAL,FEMALE,16
13832,22,WHITE,SINGLE,URBAN,MALE,16
13800,40,WHITE,SINGLE,URBAN,FEMALE,14
13742,55,BlACK,MARRIED,URBAN,FEMALE,14
13696,36,WHITE,SINGLE,URBAN,FEMALE,16
13650,22,OTHER,SINGLE,URBAN,FEMALE,20
13600,26,WHITE,SINGLE,URBAN,FEMALE,20
13600,56,WHITE,MARRIED,RURAL,FEMALE,14
13600,40,WHITE,SINGLE,URBAN,MALE,14
13520,26,WHITE,SINGLE,URBAN,MALE,12
13520,23,WHITE,SINGLE,URBAN,MALE,16
13520,37,BlACK,MARRIED,RURAL,MALE,6
13520,27,WHITE,SINGLE,URBAN,MALE,0
13520,33,OTHER,MARRIED,URBAN,FEMALE,14
13520,21,OTHER,SINGLE,URBAN,MALE,16
13508,22,WHITE,SINGLE,URBAN,MALE,14
13500,32,OTHER,MARRIED,URBAN,MALE,20
13500,43,WHITE,MARRIED,URBAN,FEMALE,20
13500,35,WHITE,SINGLE,URBAN,MALE,12
13500,34,WHITE,MARRIED,URBAN,FEMALE,16
13500,20,WHITE,SINGLE,URBAN,FEMALE,14
13500,47,WHITE,MARRIED,RURAL,FEMALE,14
13500,48,WHITE,MARRIED,RURAL,FEMALE,16
13500,42,WHITE,MARRIED,URBAN,FEMALE,14
13500,48,WHITE,SINGLE,URBAN,FEMALE,16
13500,22,WHITE,SINGLE,URBAN,MALE,8
13500,33,WHITE,MARRIED,RURAL,MALE,14
13500,26,WHITE,SINGLE,URBAN,FEMALE,16
13500,52,WHITE,MARRIED,RURAL,MALE,20
13500,25,WHITE,MARRIED,URBAN,MALE,0
13500,47,BlACK,SINGLE,URBAN,FEMALE,14
13500,28,OTHER,SINGLE,URBAN,MALE,14
13500,23,WHITE,SINGLE,URBAN,FEMALE,16
13500,31,BlACK,SINGLE,URBAN,FEMALE,16
13440,41,OTHER,MARRIED,URBAN,MALE,12
13434,26,WHITE,SINGLE,URBAN,MALE,14
13416,41,WHITE,SINGLE,URBAN,FEMALE,14
13400,25,BlACK,MARRIED,RURAL,MALE,16
13337,47,BlACK,SINGLE,RURAL,FEMALE,14
13325,29,WHITE,MARRIED,URBAN,MALE,14
13312,20,WHITE,SINGLE,URBAN,FEMALE,14
13300,32,WHITE,MARRIED,URBAN,FEMALE,20
13300,53,BlACK,MARRIED,RURAL,FEMALE,14
13260,40,WHITE,MARRIED,URBAN,FEMALE,14
13200,26,WHITE,SINGLE,URBAN,MALE,20
13200,38,WHITE,MARRIED,RURAL,MALE,14
13200,32,WHITE,MARRIED,URBAN,MALE,14
13200,32,WHITE,SINGLE,RURAL,MALE,8
13200,24,WHITE,MARRIED,URBAN,MALE,16
13200,24,BlACK,MARRIED,URBAN,MALE,0
13172,27,OTHER,SINGLE,URBAN,FEMALE,20
13120,22,WHITE,MARRIED,URBAN,MALE,14
13046,43,OTHER,SINGLE,RURAL,FEMALE,12
13000,28,WHITE,MARRIED,URBAN,FEMALE,20
13000,25,WHITE,SINGLE,URBAN,MALE,16
13000,52,WHITE,MARRIED,URBAN,FEMALE,6
13000,42,WHITE,MARRIED,URBAN,FEMALE,20
13000,32,WHITE,SINGLE,URBAN,FEMALE,8
13000,22,WHITE,SINGLE,URBAN,FEMALE,14
13000,56,WHITE,SINGLE,URBAN,MALE,14
13000,36,WHITE,MARRIED,RURAL,FEMALE,14
13000,22,WHITE,SINGLE,URBAN,FEMALE,8
13000,49,WHITE,MARRIED,URBAN,FEMALE,16
13000,19,WHITE,SINGLE,URBAN,FEMALE,14
13000,62,WHITE,MARRIED,URBAN,FEMALE,20
13000,32,WHITE,SINGLE,URBAN,FEMALE,14
13000,27,WHITE,MARRIED,URBAN,FEMALE,14
13000,31,OTHER,MARRIED,URBAN,MALE,14
13000,66,WHITE,MARRIED,URBAN,MALE,20
13000,24,BlACK,SINGLE,URBAN,FEMALE,12
13000,41,WHITE,MARRIED,RURAL,FEMALE,16
13000,37,WHITE,MARRIED,URBAN,FEMALE,20
13000,51,WHITE,SINGLE,URBAN,FEMALE,14
13000,43,WHITE,MARRIED,URBAN,FEMALE,16
13000,37,WHITE,SINGLE,URBAN,FEMALE,14
13000,43,BlACK,MARRIED,URBAN,MALE,8
13000,62,WHITE,MARRIED,RURAL,MALE,16
13000,33,WHITE,SINGLE,URBAN,FEMALE,16
13000,20,BlACK,SINGLE,URBAN,FEMALE,14
13000,28,WHITE,SINGLE,URBAN,MALE,14
13000,27,WHITE,MARRIED,RURAL,FEMALE,14
13000,26,WHITE,MARRIED,URBAN,MALE,14
13000,20,WHITE,SINGLE,URBAN,MALE,16
13000,44,WHITE,MARRIED,URBAN,FEMALE,20
13000,42,WHITE,SINGLE,RURAL,FEMALE,14
13000,33,WHITE,MARRIED,RURAL,FEMALE,14
13000,20,WHITE,MARRIED,URBAN,MALE,0
13000,39,WHITE,MARRIED,URBAN,MALE,16
13000,55,WHITE,SINGLE,URBAN,FEMALE,20
13000,26,BlACK,SINGLE,URBAN,FEMALE,16
13000,23,WHITE,SINGLE,URBAN,MALE,14
13000,19,WHITE,SINGLE,URBAN,MALE,12
13000,48,WHITE,MARRIED,RURAL,FEMALE,14
13000,37,WHITE,MARRIED,URBAN,FEMALE,20
13000,69,WHITE,SINGLE,RURAL,FEMALE,14
13000,46,WHITE,SINGLE,RURAL,MALE,16
13000,54,OTHER,MARRIED,URBAN,MALE,20
13000,23,WHITE,SINGLE,URBAN,MALE,16
13000,52,WHITE,SINGLE,URBAN,FEMALE,14
13000,48,WHITE,MARRIED,URBAN,FEMALE,16
13000,19,WHITE,SINGLE,RURAL,FEMALE,14
13000,25,WHITE,SINGLE,URBAN,MALE,14
13000,25,WHITE,MARRIED,RURAL,MALE,20
13000,27,OTHER,SINGLE,RURAL,MALE,16
13000,38,WHITE,MARRIED,RURAL,FEMALE,14
13000,20,WHITE,SINGLE,URBAN,MALE,14
13000,27,WHITE,SINGLE,URBAN,MALE,14
13000,24,BlACK,SINGLE,URBAN,MALE,14
13000,21,WHITE,SINGLE,URBAN,FEMALE,14
13000,22,BlACK,MARRIED,URBAN,MALE,14
13000,46,BlACK,SINGLE,URBAN,FEMALE,12
13000,66,WHITE,SINGLE,URBAN,FEMALE,20
13000,45,BlACK,SINGLE,URBAN,MALE,16
13000,46,WHITE,MARRIED,URBAN,FEMALE,0
13000,23,WHITE,SINGLE,RURAL,MALE,14
13000,36,WHITE,MARRIED,URBAN,FEMALE,14
13000,37,WHITE,MARRIED,URBAN,MALE,14
13000,30,WHITE,SINGLE,URBAN,FEMALE,8
13000,43,WHITE,MARRIED,URBAN,FEMALE,20
13000,26,WHITE,MARRIED,URBAN,MALE,20
13000,47,WHITE,MARRIED,URBAN,FEMALE,14
13000,49,OTHER,SINGLE,RURAL,FEMALE,6
13000,54,BlACK,MARRIED,RURAL,FEMALE,8
13000,32,WHITE,SINGLE,URBAN,FEMALE,14
13000,22,WHITE,SINGLE,URBAN,MALE,6
13000,31,BlACK,SINGLE,URBAN,MALE,16
13000,68,WHITE,MARRIED,URBAN,MALE,20
13000,37,BlACK,MARRIED,URBAN,MALE,16
13000,40,WHITE,MARRIED,RURAL,FEMALE,16
13000,20,WHITE,SINGLE,RURAL,FEMALE,12
13000,27,BlACK,SINGLE,URBAN,MALE,16
13000,45,WHITE,MARRIED,URBAN,FEMALE,16
13000,28,BlACK,MARRIED,RURAL,FEMALE,14
13000,63,WHITE,MARRIED,URBAN,FEMALE,6
13000,35,BlACK,SINGLE,URBAN,MALE,14
13000,39,BlACK,MARRIED,URBAN,FEMALE,16
13000,26,BlACK,SINGLE,URBAN,FEMALE,14
13000,35,WHITE,SINGLE,URBAN,MALE,12
13000,40,WHITE,MARRIED,URBAN,FEMALE,16
13000,19,WHITE,MARRIED,URBAN,MALE,8
13000,40,WHITE,MARRIED,URBAN,MALE,16
13000,21,WHITE,SINGLE,URBAN,MALE,14
13000,28,WHITE,MARRIED,URBAN,MALE,8
13000,22,WHITE,SINGLE,URBAN,MALE,20
13000,57,WHITE,SINGLE,RURAL,FEMALE,14
13000,50,WHITE,MARRIED,URBAN,FEMALE,14
13000,23,WHITE,SINGLE,URBAN,MALE,16
13000,20,WHITE,SINGLE,RURAL,FEMALE,14
13000,43,WHITE,MARRIED,RURAL,MALE,0
13000,41,WHITE,SINGLE,URBAN,MALE,6
13000,35,WHITE,MARRIED,URBAN,FEMALE,16
13000,32,WHITE,MARRIED,URBAN,FEMALE,16
13000,28,WHITE,SINGLE,URBAN,MALE,14
13000,35,WHITE,MARRIED,URBAN,FEMALE,16
13000,61,WHITE,SINGLE,URBAN,FEMALE,20
13000,69,WHITE,MARRIED,URBAN,FEMALE,0
13000,27,WHITE,MARRIED,RURAL,FEMALE,14
13000,46,WHITE,SINGLE,URBAN,MALE,16
13000,34,WHITE,MARRIED,URBAN,MALE,20
13000,29,WHITE,MARRIED,URBAN,FEMALE,0
13000,39,WHITE,MARRIED,URBAN,FEMALE,14
13000,23,WHITE,SINGLE,URBAN,FEMALE,16
13000,29,WHITE,MARRIED,URBAN,FEMALE,14
13000,35,BlACK,SINGLE,URBAN,FEMALE,14
13000,20,WHITE,SINGLE,URBAN,MALE,14
13000,35,OTHER,MARRIED,URBAN,FEMALE,12
13000,46,WHITE,MARRIED,RURAL,FEMALE,20
13000,51,WHITE,MARRIED,RURAL,FEMALE,14
13000,29,OTHER,MARRIED,RURAL,MALE,16
13000,30,WHITE,MARRIED,RURAL,MALE,14
12980,44,WHITE,SINGLE,URBAN,MALE,14
12980,51,WHITE,SINGLE,URBAN,MALE,14
12960,44,OTHER,SINGLE,RURAL,FEMALE,16
12960,30,WHITE,MARRIED,URBAN,MALE,6
12900,23,WHITE,SINGLE,URBAN,FEMALE,16
12900,27,WHITE,MARRIED,URBAN,FEMALE,14
12880,38,WHITE,SINGLE,URBAN,FEMALE,16
12849,19,WHITE,SINGLE,URBAN,FEMALE,14
12840,21,BlACK,SINGLE,URBAN,MALE,14
12800,31,WHITE,MARRIED,URBAN,MALE,0
12800,54,WHITE,MARRIED,RURAL,FEMALE,14
12740,46,WHITE,SINGLE,URBAN,FEMALE,16
12700,38,WHITE,MARRIED,RURAL,FEMALE,14
12700,30,WHITE,MARRIED,RURAL,MALE,14
12672,22,WHITE,SINGLE,URBAN,MALE,12
12657,22,OTHER,SINGLE,URBAN,FEMALE,16
12638,33,WHITE,MARRIED,URBAN,FEMALE,14
12625,31,WHITE,SINGLE,URBAN,FEMALE,14
12620,38,WHITE,MARRIED,URBAN,FEMALE,16
12600,32,WHITE,MARRIED,URBAN,MALE,8
12600,22,WHITE,MARRIED,RURAL,FEMALE,8
12560,20,WHITE,SINGLE,URBAN,FEMALE,16
12539,45,WHITE,SINGLE,RURAL,FEMALE,14
12500,67,WHITE,SINGLE,URBAN,FEMALE,16
12500,68,WHITE,MARRIED,RURAL,MALE,14
12500,29,WHITE,SINGLE,URBAN,MALE,6
12500,38,WHITE,MARRIED,URBAN,FEMALE,14
12500,30,WHITE,MARRIED,RURAL,MALE,16
12500,42,WHITE,SINGLE,URBAN,FEMALE,14
12500,24,WHITE,SINGLE,URBAN,FEMALE,14
12500,17,WHITE,SINGLE,URBAN,FEMALE,12
12500,52,WHITE,MARRIED,RURAL,FEMALE,16
12500,52,WHITE,MARRIED,RURAL,MALE,16
12480,22,WHITE,MARRIED,URBAN,MALE,0
12480,36,WHITE,SINGLE,URBAN,MALE,14
12480,42,WHITE,MARRIED,URBAN,FEMALE,8
12480,46,WHITE,MARRIED,URBAN,FEMALE,14
12480,24,WHITE,SINGLE,URBAN,FEMALE,6
12480,19,WHITE,SINGLE,RURAL,MALE,14
12480,24,BlACK,MARRIED,RURAL,MALE,0
12480,25,BlACK,MARRIED,RURAL,FEMALE,0
12480,24,WHITE,MARRIED,URBAN,MALE,14
12480,33,WHITE,SINGLE,URBAN,FEMALE,0
12420,30,WHITE,SINGLE,URBAN,FEMALE,16
12400,35,WHITE,MARRIED,URBAN,MALE,20
12400,22,WHITE,SINGLE,URBAN,MALE,16
12390,51,WHITE,MARRIED,URBAN,FEMALE,14
12350,29,WHITE,SINGLE,URBAN,MALE,16
12320,53,WHITE,SINGLE,URBAN,FEMALE,14
12300,58,OTHER,SINGLE,URBAN,MALE,0
12300,24,OTHER,SINGLE,URBAN,FEMALE,20
12283,48,WHITE,MARRIED,RURAL,FEMALE,14
12280,47,WHITE,MARRIED,URBAN,FEMALE,20
12272,18,WHITE,SINGLE,URBAN,FEMALE,14
12250,43,BlACK,SINGLE,URBAN,FEMALE,14
12240,43,BlACK,MARRIED,RURAL,FEMALE,14
12204,30,WHITE,MARRIED,RURAL,FEMALE,8
12200,23,WHITE,SINGLE,URBAN,MALE,14
12192,48,WHITE,MARRIED,URBAN,FEMALE,14
12160,49,WHITE,MARRIED,URBAN,FEMALE,16
12160,55,WHITE,SINGLE,URBAN,FEMALE,14
12150,64,WHITE,MARRIED,RURAL,MALE,0
12149,60,WHITE,MARRIED,RURAL,FEMALE,20
12100,23,WHITE,SINGLE,URBAN,MALE,20
12040,32,WHITE,SINGLE,URBAN,FEMALE,16
12016,42,BlACK,SINGLE,URBAN,FEMALE,16
12001,29,WHITE,SINGLE,URBAN,FEMALE,6
12000,49,WHITE,MARRIED,URBAN,FEMALE,20
12000,48,WHITE,MARRIED,RURAL,MALE,14
12000,20,WHITE,SINGLE,RURAL,FEMALE,16
12000,41,WHITE,SINGLE,RURAL,FEMALE,8
12000,18,WHITE,SINGLE,RURAL,FEMALE,16
12000,25,WHITE,MARRIED,URBAN,FEMALE,16
12000,47,WHITE,MARRIED,URBAN,FEMALE,16
12000,45,WHITE,SINGLE,URBAN,FEMALE,20
12000,43,WHITE,SINGLE,URBAN,MALE,14
12000,28,WHITE,SINGLE,URBAN,MALE,16
12000,50,WHITE,MARRIED,URBAN,FEMALE,20
12000,65,WHITE,MARRIED,RURAL,MALE,14
12000,21,WHITE,SINGLE,URBAN,MALE,16
12000,33,WHITE,MARRIED,URBAN,MALE,16
12000,25,BlACK,SINGLE,URBAN,FEMALE,14
12000,19,OTHER,SINGLE,URBAN,FEMALE,14
12000,58,WHITE,SINGLE,URBAN,FEMALE,14
12000,54,BlACK,SINGLE,URBAN,MALE,14
12000,37,WHITE,MARRIED,URBAN,FEMALE,20
12000,26,WHITE,SINGLE,URBAN,FEMALE,6
12000,45,WHITE,MARRIED,URBAN,FEMALE,16
12000,54,WHITE,SINGLE,URBAN,MALE,20
12000,30,OTHER,SINGLE,URBAN,MALE,14
12000,62,WHITE,MARRIED,URBAN,FEMALE,20
12000,60,WHITE,MARRIED,URBAN,FEMALE,14
12000,30,OTHER,MARRIED,URBAN,FEMALE,14
12000,36,WHITE,MARRIED,URBAN,FEMALE,14
12000,47,WHITE,MARRIED,URBAN,FEMALE,16
12000,47,BlACK,SINGLE,URBAN,FEMALE,14
12000,46,WHITE,MARRIED,URBAN,FEMALE,14
12000,28,WHITE,MARRIED,URBAN,FEMALE,20
12000,24,WHITE,SINGLE,URBAN,MALE,14
12000,50,WHITE,SINGLE,URBAN,FEMALE,14
12000,52,WHITE,MARRIED,RURAL,FEMALE,20
12000,23,WHITE,SINGLE,RURAL,FEMALE,0
12000,33,WHITE,SINGLE,URBAN,FEMALE,12
12000,19,WHITE,SINGLE,URBAN,MALE,14
12000,63,WHITE,MARRIED,URBAN,MALE,0
12000,33,WHITE,MARRIED,URBAN,FEMALE,12
12000,53,WHITE,MARRIED,URBAN,FEMALE,14
12000,55,WHITE,SINGLE,URBAN,MALE,20
12000,47,WHITE,MARRIED,URBAN,FEMALE,14
12000,34,WHITE,SINGLE,RURAL,FEMALE,14
12000,25,WHITE,MARRIED,URBAN,FEMALE,16
12000,23,WHITE,SINGLE,URBAN,MALE,14
12000,57,WHITE,MARRIED,URBAN,FEMALE,14
12000,57,WHITE,MARRIED,URBAN,FEMALE,20
12000,25,WHITE,SINGLE,URBAN,MALE,0
12000,40,WHITE,MARRIED,URBAN,FEMALE,20
12000,23,WHITE,SINGLE,URBAN,FEMALE,14
12000,20,WHITE,SINGLE,URBAN,MALE,16
12000,47,BlACK,SINGLE,URBAN,FEMALE,14
12000,53,WHITE,MARRIED,URBAN,MALE,20
12000,53,WHITE,MARRIED,RURAL,MALE,16
12000,43,WHITE,MARRIED,RURAL,FEMALE,14
12000,51,WHITE,MARRIED,URBAN,FEMALE,16
12000,42,BlACK,SINGLE,URBAN,MALE,20
12000,43,WHITE,MARRIED,RURAL,FEMALE,14
12000,41,WHITE,MARRIED,RURAL,FEMALE,16
12000,45,WHITE,MARRIED,URBAN,FEMALE,16
12000,39,WHITE,SINGLE,URBAN,FEMALE,20
12000,22,WHITE,SINGLE,URBAN,FEMALE,20
12000,54,WHITE,MARRIED,URBAN,FEMALE,16
12000,20,WHITE,SINGLE,URBAN,FEMALE,14
12000,66,WHITE,SINGLE,RURAL,FEMALE,14
12000,39,WHITE,MARRIED,URBAN,FEMALE,14
12000,41,WHITE,MARRIED,RURAL,FEMALE,14
12000,27,WHITE,MARRIED,URBAN,FEMALE,14
12000,61,WHITE,MARRIED,URBAN,FEMALE,14
12000,30,WHITE,MARRIED,RURAL,FEMALE,16
12000,52,WHITE,MARRIED,RURAL,FEMALE,16
12000,26,WHITE,MARRIED,RURAL,FEMALE,14
12000,54,WHITE,SINGLE,RURAL,FEMALE,14
12000,39,WHITE,MARRIED,URBAN,FEMALE,20
12000,19,WHITE,SINGLE,URBAN,FEMALE,16
12000,68,WHITE,MARRIED,RURAL,MALE,6
12000,40,WHITE,MARRIED,RURAL,FEMALE,14
12000,22,WHITE,SINGLE,RURAL,FEMALE,16
12000,63,WHITE,MARRIED,URBAN,FEMALE,14
12000,20,WHITE,SINGLE,URBAN,FEMALE,16
12000,36,WHITE,MARRIED,RURAL,FEMALE,16
12000,54,BlACK,MARRIED,RURAL,MALE,16
12000,35,BlACK,MARRIED,URBAN,FEMALE,8
